CharityName,CharityCountry,CharityCity,Topic,ProjDate,Volunteer,VolunteerCountry,VolunteerCity,URL
UNICEF,United States,New York,Children and Youth,2017-01-01,Krist Wongsuphasawat,United States,San Francisco,https://kristw.github.io/refugee/?country=840&unit=%22count%22
UNICEF,United States,New York,Children and Youth,2017-01-01,Roberto Reif,United States,Seattle,https://public.tableau.com/profile/roberto1045#!/vizhome/2017-Unicef3/Dashboard1
UNICEF,United States,New York,Children and Youth,2017-01-01,Karen Hinson,Canada,Toronto,https://public.tableau.com/profile/karen.hinson#!/vizhome/UNICEF_3/UNICEF
UNICEF,United States,New York,Children and Youth,2017-01-01,Joel Kanerva,Unknown,Unknown,https://infograafikko.github.io/refugees-syria/
UNICEF,United States,New York,Children and Youth,2017-01-01,Rama,Unknown,Unknown,https://public.tableau.com/profile/ramavizzes#!/vizhome/UNICEF_4/Uprooted
UNICEF,United States,New York,Children and Youth,2017-01-01,Pragyansmita Nayak,United States,Washington DC,https://public.tableau.com/profile/pragyan#!/vizhome/VizForSocialGood-UnicefFeb2017/Story
The Hidden Genius Project,United States,Oakland,Education,2017-02-01,Divya Bharathi & Sumeet Bedekar,India,Bengaluru,https://public.tableau.com/profile/publish/HiddenGeniusProject_1/Changinglives#!/publish-confirm
The Hidden Genius Project,United States,Oakland,Education,2017-02-01,Michael Mixon,United States,Gig Harbor,https://public.tableau.com/profile/mtmixon3894#!/vizhome/HiddenGenius/HiddenGenius
The Hidden Genius Project,United States,Oakland,Education,2017-02-01,Ainize Cidoncha,United Kingdom,London,https://public.tableau.com/profile/ainize#!/vizhome/HiddenGeniusProject/HiddenGeniusProject
The Hidden Genius Project,United States,Oakland,Education,2017-02-01,Nils Macher,United Kingdom,London,https://public.tableau.com/profile/nils.macher#!/vizhome/HiddenGeniusProject_0/HiddenGeniusProject
The Hidden Genius Project,United States,Oakland,Education,2017-02-01,Emily Kund,United States,Maryland,https://public.tableau.com/profile/emily8737#!/vizhome/HiddenGeniusProjectViz-Final/MainDashboard
The Hidden Genius Project,United States,Oakland,Education,2017-02-01,Adam Crahen,United States,New York,https://thedataduo.com/Genius.html?transition=convex#/
The Hidden Genius Project,United States,Oakland,Education,2017-02-01,Pooja Gandhi & Chantilly Jaggernauth,United States,New York,https://public.tableau.com/profile/poojagandhi#!/vizhome/TheHiddenGeniusProject-VizForSocialGood/TheHiddenGeniusProject-VizForSocialGood
The Hidden Genius Project,United States,Oakland,Education,2017-02-01,Brittany Fong,United States,San Francisco,
The Hidden Genius Project,United States,Oakland,Education,2017-02-01,Chloe Tseng & Brit Cava,United States,San Francisco,https://public.tableau.com/profile/chloe.tseng4609#!/vizhome/VizForSocialGoodTheHiddenGeniusProject/VizForSocialGoodTheHiddenGeniusProject
The Hidden Genius Project,United States,Oakland,Education,2017-02-01,Roberto Reif,United States,Seattle,https://public.tableau.com/profile/roberto1045#!/vizhome/2017-HiddenGeniusProject/Dashboard3
The Hidden Genius Project,United States,Oakland,Education,2017-02-01,Karen Hinson,Canada,Toronto,https://public.tableau.com/profile/karen.hinson#!/vizhome/HiddenGeniusTEST/HiddenGenius
The Hidden Genius Project,United States,Oakland,Education,2017-02-01,Rama,Unknown,Unknown,https://public.tableau.com/profile/ramavizzes#!/vizhome/TheHiddenGenius/Dashboard1
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Amanda Patist,Netherlands,Amsterdam,https://public.tableau.com/profile/publish/VfSGMayProjectGardens/VfSGMPG#!/publish-confirm
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Shivaraj,India,Bangalore,https://public.tableau.com/profile/shivarajc#!/vizhome/MayProjectGardens_5/MayProjectGardens
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Divya Bharathi,India,Bengaluru,https://public.tableau.com/profile/publish/MayProjectGardens_8/DivyasGarden#!/publish-confirm
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Ivett Kovacs,Hungary,Budapest,https://public.tableau.com/profile/yvette#!/vizhome/HIPHOPGARDEN/HIPHOPGARDEN
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Aishwarya Sivakumar,India,Chennai ,https://public.tableau.com/profile/aishwarya3720#!/vizhome/MayProjectGardens_3/MayProjectGardens
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Colin Wojtowycz,United Kingdom,Chester,https://public.tableau.com/profile/colin.wojtowycz#!/vizhome/shared/SR3H9FF98
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Neil Richards,United Kingdom,Derbyshire,https://public.tableau.com/profile/neil.richards#!/vizhome/MayProjectGarden/Dashboard1
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Mahfooj Khan,Qatar,Doha,https://public.tableau.com/profile/mahfooj.khan#!/vizhome/shared/BTDSJ955Q
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Michael Mixon,United States,Gig Harbor,https://public.tableau.com/profile/mtmixon3894#!/vizhome/MayProjectGardens_0/HipHopGarden
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Anna Noble,United Kingdom,London,https://public.tableau.com/profile/anna.noble#!/vizhome/MayProjectGardens_7/MayProject
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Bevin Olszewski,United Kingdom,London,https://public.tableau.com/profile/bevin.olszewski#!/vizhome/HipHopGardenProject-vizforsocialgood/Story1
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Pablo Saenz de Tejada,Spain,Madrid,https://public.tableau.com/profile/pablosdt#!/vizhome/MayProjectGardens_6/Dashboard1
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Sumeet Bedekar,India,Mumbai,https://public.tableau.com/profile/publish/MayProjectGardens/MPG2#!/publish-confirm
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Adam Crahen & Pooja Gandhi,United States,New York,https://public.tableau.com/views/MPGTest/MPG?:embed=y&:display_count=yes&:showVizHome=no
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Corey Jones,United Kingdom,New York,https://public.tableau.com/views/MayProjectGardens_2/MayProjectGardens?:embed=y&:display_count=yes&:showVizHome=no
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Curtis Harris,United States,Salt Lake City,https://public.tableau.com/views/MayProjectGardens_4/MayProjectGardens?:embed=y&:display_count=yes&:showVizHome=no
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Chloe Tseng,United States,San Francisco,https://public.tableau.com/profile/chloetseng#!/vizhome/MayProjectGardensVizforSocialGood/VizForSocialGoodMayProjectGardens
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Jane Zhang,Unknown,Unknown,
May Project Gardens,United Kingdom,Morden,Energy/ Sustainability,2017-03-01,Nicco Cirone,Unknown,Unknown,https://public.tableau.com/profile/nicco.cirone#!/vizhome/shared/3GGKNRX84
NextGen Climate,United States,San Francisco,Energy/ Sustainability,2017-04-01,Divya Bharathi,India,Bengaluru,https://public.tableau.com/profile/divya.bharathi#!/vizhome/Saveourplanet/Saveourplanet
NextGen Climate,United States,San Francisco,Energy/ Sustainability,2017-04-01,Dustin Cabral,United States,Boston ,https://public.tableau.com/profile/dustiboy21#!/vizhome/NextGenClimate-VizForSocialGood/ActivatetheBase
NextGen Climate,United States,San Francisco,Energy/ Sustainability,2017-04-01,Aishwarya Sivakumar,India,Chennai ,https://public.tableau.com/profile/aishwarya3720#!/vizhome/OneWorld-TwoFutures-MakeaRightDecision/ONEWORLD-TWOFUTURESMAKEARIGHTDECISION
NextGen Climate,United States,San Francisco,Energy/ Sustainability,2017-04-01,Mahfooj Khan,Qatar,Doha,https://public.tableau.com/profile/mahfooj.khan#!/vizhome/shared/YBC5QHKYF
NextGen Climate,United States,San Francisco,Energy/ Sustainability,2017-04-01,Michael Mixon,United States,Gig Harbor,http://thedataduo.com/NextGenClimate.html#/
NextGen Climate,United States,San Francisco,Energy/ Sustainability,2017-04-01,Ainize Cidoncha,United Kingdom,London,https://public.tableau.com/profile/ainize#!/vizhome/NextGenClimate_1/Dashboard
NextGen Climate,United States,San Francisco,Energy/ Sustainability,2017-04-01,Bevin Olszewski,United Kingdom,London,https://public.tableau.com/profile/bevin.olszewski#!/vizhome/NextGenClimate-Vizforsocialgood/NextGenClimate-Vizforsocialgood
NextGen Climate,United States,San Francisco,Energy/ Sustainability,2017-04-01,Adam Crahen & Pooja Gandhi,United States,New York,https://public.tableau.com/views/NextGenClimateVizForSocialGood/Interact?:embed=y&:display_count=yes&:showVizHome=no
NextGen Climate,United States,San Francisco,Energy/ Sustainability,2017-04-01,Chloe Tseng,United States,San Francisco,https://public.tableau.com/profile/chloetseng#!/vizhome/shared/HPBNH9CT2
Inter-American Development Bank,United States,Washington D.C,Financial support,2017-05-01,Dax Frakes,United States,Philadelphia,https://public.tableau.com/profile/dax.frakes6490#!/vizhome/latinAmerica/Dashboard1
Inter-American Development Bank,United States,Washington D.C,Financial support,2017-05-02,Rachel Costa,Brazil,Belo Horizonte,https://public.tableau.com/profile/keucosta#!/vizhome/NinisinLatinAmerica/NinisinLA
Inter-American Development Bank,United States,Washington D.C,Financial support,2017-05-03,Kevin M. Knorpp,United States,Louisville,https://public.tableau.com/profile/kevinknorpp#!/vizhome/VizForSocialGood-Inter-AmericanDevelopmentBankv0_03/AnExaminationofLatinAmericanYouthEmploymentStatus
Inter-American Development Bank,United States,Washington D.C,Financial support,2017-05-04,Mike Green,United Kingdom,Unknown,https://public.tableau.com/profile/mike.green#!/vizhome/Book3_5686/IDBData
Inter-American Development Bank,United States,Washington D.C,Financial support,2017-05-05,Mike Cisneros,United States,Washington DC,https://public.tableau.com/profile/mikevizneros#!/vizhome/MakeoverMondayWeek20-English/YouthEmploymentinLatinAmerica
Central Asia Institute,United States,Bozeman,Education,2017-06-01,Amanda Patist,Netherlands,Amsterdam,https://public.tableau.com/profile/amanda.patist#!/vizhome/VFSG-CentralAsiaInstitute/CAIDashboard?publish=yes
Central Asia Institute,United States,Bozeman,Education,2017-06-01,Kizley Benedict,India,Bangalore,https://public.tableau.com/profile/kizley.benedict#!/vizhome/CentralAsiaInstituteVizForSocialGood_2/CAI
Central Asia Institute,United States,Bozeman,Education,2017-06-01,Angie Chen,United States,Cincinnati,https://public.tableau.com/profile/angie.chen#!/vizhome/EmpowerthroughEducation-CentralAsiaInstituteCAI/HelpHerFindWingsWeb
Central Asia Institute,United States,Bozeman,Education,2017-06-01,Athan Mavrantonis,Ireland,Dublin,https://public.tableau.com/profile/athan.mavrantonis#!/vizhome/CentralAsiaInstitute/CentralAsianInstitute
Central Asia Institute,United States,Bozeman,Education,2017-06-01,Michael Mixon,United States,Gig Harbor,https://public.tableau.com/profile/mtmixon3894#!/vizhome/CAI/EducateaGirl
Central Asia Institute,United States,Bozeman,Education,2017-06-01,Anna Noble,United Kingdom,London,https://public.tableau.com/profile/anna.noble#!/vizhome/ChildEducationinAfghanistanCentralAsiaInstitute/Dashboard3?publish=yes
Central Asia Institute,United States,Bozeman,Education,2017-06-01,Bevin Olszewski,United Kingdom,London,https://public.tableau.com/profile/bevin.olszewski#!/vizhome/CAI-Vizforsocialgood/CAI-ImUnstoppable?publish=yes
Central Asia Institute,United States,Bozeman,Education,2017-06-01,Emily Chen,United Kingdom,London,https://public.tableau.com/profile/emily2933#!/vizhome/ReturingHome/VizForSocialGood
Central Asia Institute,United States,Bozeman,Education,2017-06-01,Sarah Bartlett,United Kingdom,London,https://public.tableau.com/profile/sarah.bartlett#!/vizhome/CentralAsiaInstituteVizForSocialGood_1/CentralAsiaInstitute
Central Asia Institute,United States,Bozeman,Education,2017-06-01,Adam Crahen,United States,New York,https://public.tableau.com/views/CentralAsiaInstituteVizForSocialGood/CAI?:embed=y&:display_count=yes&publish=yes&:showVizHome=no#3
Central Asia Institute,United States,Bozeman,Education,2017-06-01,Ken Flerlage‏,United States,Williamsport,https://public.tableau.com/views/CAIWIP/CAI?:embed=y&:display_count=yes&:showVizHome=no
UNDG,United States,New York,Energy/ Sustainability,2017-06-01,Ann Jackson,United States,Arizona,https://public.tableau.com/profile/ann.jackson#!/vizhome/UnitedNationsDevelopmentGroup2017CoordinationEfforts/UNDG2017CoordinationEfforts
UNDG,United States,New York,Energy/ Sustainability,2017-06-01,Ivett Kovacs,Hungary,Budapest,https://public.tableau.com/profile/yvette#!/vizhome/UNDGCountrySurvey/UNDG-Countrysurvey
UNDG,United States,New York,Energy/ Sustainability,2017-06-01,Mark Bradbourne,United States,Cleveland,https://public.tableau.com/profile/mark.bradbourne#!/vizhome/VizForSocialGood-UNDG/UNDG
UNDG,United States,New York,Energy/ Sustainability,2017-06-01,Neil Richards,United Kingdom,Derbyshire,https://public.tableau.com/views/un_0/Dashboard1?:embed=y&:display_count=yes&publish=yes&:showVizHome=no
UNDG,United States,New York,Energy/ Sustainability,2017-06-01,Michael Mixon,United States,Gig Harbor,https://public.tableau.com/profile/mtmixon3894#!/vizhome/UNDG/UNDGPartnerships
UNDG,United States,New York,Energy/ Sustainability,2017-06-01,Bevin Olszewski,United Kingdom,London,https://public.tableau.com/profile/bevin.olszewski#!/vizhome/UNDGv2/UNDG-Vizforsocialgood?publish=yes
UNDG,United States,New York,Energy/ Sustainability,2017-06-01,"Kevin M. Knorpp, M.S.",United States,Louisville,https://public.tableau.com/profile/kevinknorpp#!/vizhome/VizforSocialGood-UnitedNationsDevelopmentGroupv0_01/UnitedNationsDevelopmentGroupCountrySurvey
UNDG,United States,New York,Energy/ Sustainability,2017-06-01,Adam Crahen,United States,New York,https://public.tableau.com/views/UnitedNationsDevelopmentGroup/UN?:embed=y&:display_count=yes&:showVizHome=no
UNDG,United States,New York,Energy/ Sustainability,2017-06-01,Lilach Manheim,United States,Phoenix,https://public.tableau.com/profile/lilach.manheim#!/vizhome/UNpartnersvizdashboard/UNExternalPartners
UNDG,United States,New York,Energy/ Sustainability,2017-06-01,Chloe Tseng,United States,San Francisco,https://public.tableau.com/profile/chloetseng#!/vizhome/VizForSocialGoodUNDG_0/VizForSocialGoodUNDG
UNDG,United States,New York,Energy/ Sustainability,2017-06-01,Pragyansmita Nayak,United States,Washington DC,https://public.tableau.com/profile/pragyan#!/vizhome/VizForSocialGoodUNDG/Story-PrimaryIncomeStatus
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,Kizley Benedict,India,Bangalore,https://public.tableau.com/profile/kizley.benedict#!/vizhome/CarbonEmissionsVizForSocialGood/WRI?publish=yes
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,Florin Iorganda,Spain,Barcelona,https://public.tableau.com/profile/florini#!/vizhome/USGHGemissions/USGHGemissions
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,Colin Wojtowycz,United Kingdom,Chester,https://public.tableau.com/profile/colin.wojtowycz#!/vizhome/CountryCO2Emissions_0/CarbonDioxideUSandChina
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,Mark Bradbourne,United States,Cleveland,https://public.tableau.com/profile/mark.bradbourne#!/vizhome/VisualizingthePastPresentandFutureofBarbonEmissions/GlobalEmisions
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,Neil Richards,United Kingdom,Derbyshire,https://public.tableau.com/views/co2bump/Dashboard1?:embed=y&:display_count=yes&:showVizHome=no
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,Neil Richards,United Kingdom,Derbyshire,https://public.tableau.com/views/carbon_1/Dashboard4?:embed=y&:display_count=yes&publish=yes&:showVizHome=no
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,Mahfooj Khan,Qatar,Doha,https://public.tableau.com/profile/mahfooj.khan#!/vizhome/VizForSocialGoodsCO2Emission/CO2Emission
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,Michael Mixon,United States,Gig Harbor,https://public.tableau.com/profile/mtmixon3894#!/vizhome/CarbonEmissions_2/CO2Emissions
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,Rob Radburn,United Kingdom,Leicester,Image only
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,Simon Beaumont,United Kingdom,Portsmouth,https://public.tableau.com/profile/simon.beaumont#!/vizhome/VizForSocialGood-WorldResourcesInstitueAnnualNetFluxofCarbontotheAtmospherefromLand-UseChange1850-2005/VizForSocialGood-AnnualNetFluxofCarbontotheAtmospherefromLand-UseChange1850-2005?publish=yes
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,Rajeev Pandey,Malaysia,Selangor,https://public.tableau.com/profile/rajvivan#!/vizhome/VIZFORSOCIALGOOD_v10_4/PASTPRESENTANDFUTUREOFcARBONEMISSION
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,Athena Liu,Singapore,Singapore,https://public.tableau.com/profile/nairongl#!/vizhome/Whoiscontributingthemosttoglobalwarming/Globalwarmingpotential
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,Katie Long‏,Unknown,Unknown,https://bl.ocks.org/katielong/raw/8d08cc06e90b54f5e6fb3b7e88bad6c3/
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,Payal Patel,United States,Unknown,https://public.tableau.com/profile/payal.patel#!/vizhome/CO2EmissionsWorldwideFrom1850to2013/CO2EmissionsWorldwideFrom1850to2013
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,shar0n,Unknown,Unknown,https://public.tableau.com/profile/shar0n#!/vizhome/carbon_budget/TheWorldsCarbonBudget
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,Andrea Shome,United States,Washington DC,https://public.tableau.com/profile/andrea3407#!/vizhome/WorldResourcesInstitute/NetherlandsEmissions
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,Annie Agarwal,United States,Washington DC,https://public.tableau.com/profile/annie.agarwal#!/vizhome/GlobalCO2Emissionsv2/CO2EmissionsbyCountriesExcludingLand-UseChangeForestryMtCO2?publish=yes
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,Jesse Howe,United States,Washington DC,https://codepen.io/jchowe/full/ZXzXRq/
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,John Racelis,United States,Washington DC,https://public.tableau.com/profile/john.racelis7465#!/vizhome/CarbonEmissionsByCountry/Top10CO2EmittersbyGDP
World Resources Institute,United States,"Washington, D.C.",Energy/ Sustainability,2017-07-01,Luis Domenech,United States,Washington DC,https://public.tableau.com/profile/luis.domenech#!/vizhome/CarbonEmissionsforWorldResourceInstitute/CarbonEmissionsforWorldResourceInstitute
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Lawer Akrofi,Ghana,Accra,https://public.tableau.com/profile/lawer.akrofi#!/vizhome/AfricanYouthMentorshipNetwork-VizforSocialGood/AYMNVizforSocialGood
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Michael Sanville,United States,Allentown,https://public.tableau.com/profile/michael.sanville#!/vizhome/AFRICANYOUTHMENTORSHIPNETWORK/AYMNETWORK
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Paul Wachtler,United States,Atlanta,https://public.tableau.com/profile/paul.wachtler#!/vizhome/AfricanYouthMentorshipNetworkVizForSocialGood/AYMN
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Kizley Benedict,India,Bangalore,https://public.tableau.com/profile/kizley.benedict#!/vizhome/AYMNVizForSocialGood_1/AYMN?publish=yes
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Mark Bradbourne,United States,Cleveland,https://public.tableau.com/profile/mark.bradbourne#!/vizhome/AYMN_0/AYMN
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Jamie Renehan,Ireland,Dublin,https://public.tableau.com/profile/jamie.renehan#!/vizhome/AYN/vizforsocialgood
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Michael Mixon,United States,Gig Harbor,https://public.tableau.com/views/AYMN/AfricanYouthMentorship?:embed=y&:display_count=yes&showVizHome=no&:showVizHome=no
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Kashish Chauhan,India,Gurgaon,https://public.tableau.com/profile/kashish.chauhan#!/vizhome/AYMNVizForSocialGood_0/Dashboard2
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Benedetta Tagliaferri,United Kingdom,London,https://public.tableau.com/profile/benedetta6291#!/vizhome/VizforsocialgoodAfricanyouthmentorshipnetwork/AYMN
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Emmanuel Ikehi,United Kingdom,London,https://public.tableau.com/profile/emmanuel.ikehi#!/vizhome/AfricanYouthsinNeedofFathers/Dashboard1?publish=yes
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Nisa Mara,United Kingdom,London,https://public.tableau.com/profile/nisamara#!/vizhome/Vizforsocialgood-AYMN/AYMN
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Sarah Bartlett,United Kingdom,London,https://public.tableau.com/profile/sarah.bartlett#!/vizhome/AYMNVizForSocialGood/AYMN
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,"Kevin M. Knorpp, M.S.",United States,Louisville,https://public.tableau.com/profile/kevinknorpp#!/vizhome/AfricanYouthMentorship/Dashboard1
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Klaus Schulte,Germany,Münster,https://public.tableau.com/views/Buch1_216/Dashboard?:embed=y&:display_count=yes&showVizHome=no&:showVizHome=no#3
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Shawn M. Levin,United States,Philadelphia,https://public.tableau.com/views/AfricanYouthMentorshipNetwork_1/Image?:embed=y&:display_count=yes&:showVizHome=no
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Simon Beaumont,United Kingdom,Portsmouth,https://public.tableau.com/profile/simon.beaumont#!/vizhome/VizForSocialGood-AfricanYouthMentorshipNetworkProjectBecome/VizForSocialGood-AfricanYouthMentorshipNetworkProjectBecome
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Kyle Springfield,United States,Raleigh,https://public.tableau.com/profile/kyle.springfield#!/vizhome/AfricanYouthMentorshipNetworkVizForSocialGood_0/AYMNDashboard
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Decisiv Data,United States,Redmond,https://twitter.com/DecisiveData/status/924824402755076103
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Curtis Harris,United States,Salt Lake City,https://public.tableau.com/views/AfricanYouthMentorshipNetwork/VizforSocialGood-AYMN?:embed=y&:display_count=yes&:showVizHome=no
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,"Amarendranath R Donthala, Tamara Gross",Canada,Toronto,https://public.tableau.com/profile/amarendrad#!/vizhome/AfricanYouthMentorshipNetwork-VizForSocialGood/MentoraChild?publish=yes
